,0,1
ally,2.20459654838,-5.56446175572
allyrion,0.278985100546,-1.52916458999
almond,-1.25428561605,4.09064898699
almonds,0.968020249513,-1.10264849811
almondshaped,-1.11623978815,5.26004361915
almost,-4.28931950639,-1.87139652842
alone,0.0423705622981,-7.91833949513
along,3.35372584791,2.56673615615
alongside,1.34199306985,4.21065328504
aloud,-3.20282415752,-5.76388945195
already,-3.6545408465,-2.65961031362
also,-0.374162292744,-6.64864001931
altar,0.601299787283,2.58018857789
altars,2.78446342061,0.142681246459
although,-0.145290663712,-7.66014729075
altogether,1.16140222712,-8.36347777974
always,-0.768741094491,-6.59897839184
aly,4.50800941066,-8.11669061683
alyce,3.06760129293,-3.27619483775
alyn,0.306921400384,-1.22660341052
alys,0.619316206104,-1.46726272149
alysane,4.34095638917,-7.95608894927
alysanne,1.40850990293,-1.59315357813
alyssa,2.74950667396,-2.82885561258
alyssas,2.35292675183,1.30792939491
alyx,2.77274195983,-2.41358322267
am,-2.10592627547,-4.47703953536
amabel,-0.763315161088,-7.64037122692
amber,-1.3328797763,4.29063849988
ambition,4.67020676369,-5.90595304689
ambitions,3.66806923904,-8.02243542832
ambitious,3.48459893089,-6.11662495864
ambrose,1.00779601571,-1.61189024941
amends,0.253063976377,-6.1489908557
amerei,2.04225015698,-1.88020195766
amethyst,-1.06469825476,4.15523568541
amethysts,-0.705034028059,4.67450372495
ami,3.14035640387,-2.51158499411
amiable,1.58977814347,-7.09063873972
amiably,5.87646102468,-2.34764034647
amid,2.26086562084,2.48999540417
amidships,1.5369614386,0.0119247951467
amidst,2.63284979973,2.48699422854
amiss,-0.762487668688,-7.28237210077
among,-0.434377568153,2.21301385371
amongst,-0.383899736653,2.21735792098
amory,5.05408233623,2.23609902497
amorys,-0.537391219123,-1.45547355136
amount,4.02900471251,-6.0639908947
ample,4.14015001061,-5.62816439789
amuse,0.356067725066,-6.22490654795
amused,-1.02773165025,-7.50566689411
amusement,-0.83868852565,4.53295134202
amusing,-0.835524782773,-6.86773900738
an,3.90679775484,0.894634585039
ancestors,2.81183100044,-1.15735538723
ancestral,4.12829598085,-6.77953400356
anchor,2.73430883547,3.35848147922
anchorage,5.55852705648,-4.87552536076
anchored,1.66120133299,0.884438392627
ancient,-2.57099269847,1.86424052382
and,-1.50980404901,4.83383690506
andal,5.04942906146,-2.5876361125
andals,-3.05814028165,1.23285603169
andar,0.194269366189,-1.50612864837
anders,3.29803566751,-3.63327730418
andrew,-0.704634508186,-1.37074932986
andrik,5.10983912353,-4.32968215654
anew,1.04810366725,-0.764532519629
anger,0.260393987768,6.72871238195
angered,0.380763315097,-7.0402864414
angle,3.05682215034,1.40971739598
angrier,2.06382542315,-6.33950786286
angrily,-3.28246076524,-5.62813120333
angry,-4.25215006535,-1.90362617265
anguish,0.867866503618,0.833779138515
anguished,3.81829986117,-7.63738493054
anguy,2.02704662853,5.92595988294
animal,0.580036844145,3.15483568206
animals,-1.13368091137,3.36483984907
ankle,0.193683681711,6.02226119882
ankles,0.33826409812,6.43155190724
annals,5.22260660295,-6.14438617569
announce,2.56069406001,-8.56603618607
announced,-3.58880566391,-4.74480189215
annoyance,0.643861052478,1.25054372359
annoyed,-0.997149421847,-7.65069256767
annoying,3.03206913522,-6.34277799933
anointed,4.11352292683,-3.21922152773
another,-3.41754917155,-0.309002648647
anothers,4.21236360987,-7.51236032452
answer,-1.10548004858,-5.14634146916
answered,-3.5442163717,-4.91220497481
answering,2.47215262481,-6.88658698408
answers,-0.667112490219,-5.37889337757
antario,2.83284902607,-2.44092915845
anticipated,0.594913668793,-7.81732463836
antics,0.269287805694,-3.08346465241
antler,3.16645474423,3.28179040515
antlered,1.0504939112,5.16087175351
antlers,-1.38317960626,3.60779030408
ants,1.02208187807,1.74661627643
anvil,1.91437409216,2.28841275156
anvilbreaker,3.9307592072,-7.76366411539
anxious,-0.999913207662,-7.42605718605
anxiously,-4.92492412415,2.70864866587
any,-1.21161311187,-4.57046701108
anya,1.85352547305,-1.83626817247
anyas,2.47436599164,-2.21963510427
anyhow,-0.294776174308,-7.2530370173
anymore,-0.973024228457,-5.45226242861
anyone,-1.22852836276,-5.14253550688
anything,-1.38516938299,-5.21093607365
anytime,0.429987824604,-6.41523896596
anyway,-0.969336777766,-5.14752570527
anywhere,5.35977701388,-4.65513277902
apart,-2.21863355725,5.50931318884
apartments,2.64069189358,3.31990686683
ape,2.92666759905,-6.45375177572
apex,4.96528040387,-3.80742724077
apiece,2.21850561918,-1.11669190318
aplenty,5.23902615749,-4.7505271975
apologetic,1.37027410559,-4.06688097215
apologies,0.40032483637,-6.71261641048
apologize,0.714789028935,-6.2447838427
apology,4.21657837912,-5.79092620402
appalled,1.62710479742,-8.94344230304
appalling,4.76318548532,-5.15876111242
appeal,2.00854920633,-7.7907703474
appear,-0.180108476235,-6.16364127147
appearance,4.70827940018,-8.87829509891
appeared,2.61223331421,4.27509792265
appears,0.559093139593,-7.7460664913
appease,0.731162126529,-6.29247582829
appeased,3.16315975981,-9.24271319629
appetite,2.23937851713,-5.43521924211
appetites,4.57453590418,-8.35699518088
apple,-1.08428760414,3.83483916238
applecakes,0.00549453777708,-0.0461447407013
apples,-1.61780718696,4.00307075676
appointed,3.43421786583,-6.45543342014
appointment,3.71683705408,-0.618968452144
appointments,2.45554657438,-6.43496316178
apprehension,3.95073409919,-7.14890186183
apprentice,-0.730716842144,-1.50386798011
approach,-3.12848701179,-2.37960546128
approached,-3.84012809955,3.47328815225
approaches,5.82403706132,-3.73153787895
approaching,5.79048373894,-5.02321248648
appropriate,1.9587684601,-8.54438699652
approval,0.294489240103,3.88570306191
approve,0.164966981979,-6.00890497755
approved,4.3116648542,-5.36460720077
apron,-0.588256473702,3.98457745077
apt,0.6420971354,-7.94072120154
arakh,-2.93396829494,5.17317148524
arakhs,1.86211596003,3.10116472387
arbor,2.29072968296,1.40354047074
arbors,4.644855741,-4.50751271423
arc,-0.290812420066,3.87274223809
arch,-2.12922727049,2.62256246795
arched,1.45529407914,2.28467252405
archer,-1.90594281353,-1.18162258694
archers,-2.88925481134,3.42039749213
archery,1.94061752223,-2.2537919633
arches,0.41221407285,3.33662422215
archibald,6.34347260368,-5.49051307444
archmaester,2.60133051786,-3.53956467424
archmaesters,5.64407007314,-4.81923887324
archons,0.930747809092,-0.824390708138
archway,1.23842916282,-0.388990876864
are,-4.44809908194,0.434377160588
arent,-0.604534165654,-5.18322022151
areo,1.59428515344,-4.22484235029
argue,0.951431159251,-6.78008600121
argued,-0.539842306092,-7.36357659987
arguing,-1.22939241356,-5.42028324649
argument,1.93357877378,-8.91341992343
arguments,0.858010880103,-7.53360915207
arianne,-0.545431662611,-7.3305802721
arise,6.00522256698,-2.42274046889
arm,-4.28569304605,4.50752477754
armed,-2.18516621525,4.29622916897
armen,3.56448647168,-6.75947961682
armies,2.34281232516,2.0890766588
arming,4.75148071501,-3.80007465651
armor,-1.58407058853,1.95547904974
armored,-1.51769657325,3.17457319473
armorer,0.729841784593,-1.96804824106
armorers,3.02779936313,-5.54487255283
armory,3.3080530961,2.64090680058
armpits,0.179744371372,5.78688698188
arms,-3.76693877635,4.81697859191
army,5.29009596735,-1.31272270505
arnolf,3.05178965925,-3.57986399466
aron,-0.943208047633,-1.29495752701
arose,4.97194334666,-7.02160211761
around,-3.85872023311,3.29324535646
arrange,-0.199979235584,-5.30540547571
arranged,2.116676319,-3.83356531722
arrangements,5.89862812683,-4.77355030793
arrayed,0.991211379406,4.68427652449
arrest,2.76659354341,-8.49145572529
arrested,1.99675133349,-8.54717327831
arrival,4.22513938471,0.205211994028
arrive,-0.153986614718,-5.43742345554
arrived,0.419588778978,-0.612210161018
arrives,1.9581721361,-7.15543216167
arriving,3.94924100923,-2.08202699151
arrogance,4.10259939677,-3.6966334322
arrogant,1.6969612715,-7.23167928179
arron,0.157266304541,-1.51636730881
arrow,-3.69381465398,4.51100101342
arrowhead,2.50572633163,1.784153568
arrowheads,-0.693998548676,0.93177880009
arrows,-2.89945625659,3.68787643981
arry,-1.05593845723,-6.38666934424
arryk,5.50029130117,-1.9994944347
arryn,3.84604700795,-0.577710570859
arryns,4.11998801376,-0.655860326824
arse,-0.185375522844,6.57001825783
arsenal,4.61037912936,-4.30318478734
arses,4.90348051901,-7.16225683256
arstan,-0.0666413478773,-2.35488216884
art,5.36703514639,-2.17167292798
arthur,-0.867386633817,-1.17621877923
artos,2.8430605729,-3.9819794952
arts,3.54500156195,-0.658233576678
arwood,0.331448729739,-1.44829324981
arwoods,2.38647733998,-2.06564230731
arwyn,2.77197193363,-2.47314891568
arya,-3.25171205356,-5.8081008075
aryas,-2.10120334461,6.37983809182
arys,4.98246795555,2.1944468294
as,-2.18427146791,-1.66408630784
ascend,3.61702547634,-1.18806860836
ascended,3.11015535957,3.2849733351
ascent,2.36463859922,-4.34989778712
ash,-1.83865823077,2.69396774941
asha,-1.66879046765,-5.78313601908
ashamed,-0.458306688339,-7.14930622946
ashara,2.26878634127,-5.23507065822
ashas,-0.459305916773,4.3667050546
ashemark,0.576292398258,-1.48621014222
ashen,2.06077927788,0.286133549955
ashes,-3.07121760031,1.94683625763
ashford,5.03041770312,-2.01565367041
ashore,-3.00930304281,-1.78296707915
aside,-3.91307374945,5.32654616253
ask,-2.08801820084,-4.36081812123
asked,-4.55671198979,-2.99931523413
askew,1.08288189223,3.96399861148
asking,-0.18376962837,-5.54537432053
asks,-0.435616183352,-6.52033445915
asleep,-3.8248128832,-0.843673579548
aspect,4.55528815684,-3.82693287221
aspects,5.24808200995,-4.05927158295
aspire,1.26449670894,-7.23185421294
ass,1.16879515221,-7.10393043827
assassin,3.3633823102,-8.32096054679
assassins,1.90070187868,2.69214972033
assault,4.55491983432,0.597324517079
assemble,3.07059761065,-8.53330814559
assembled,4.81479608406,-0.537654351542
assent,4.26364737554,-7.59495559734
asshai,3.78171827407,1.16942155132
asshaii,5.88069141999,-4.00794505682
assigned,3.34571360722,-6.16961817583
assist,1.22264896423,-7.0319477283
assume,0.729306062022,-6.40010457489
assumed,1.82310169194,-5.66299808335
assuming,3.50972433274,-9.25236161802
assure,-0.335530057875,-5.37969816849
assured,-3.64286551155,-2.82266085151
astapor,4.53706951282,1.00220507839
astapori,5.48476421929,0.0470762509649
astapors,3.49988105651,-2.42926772232
astern,1.05566549766,-3.03363962176
astonished,-0.993707135996,-7.56563088982
astonishing,1.76610038147,-8.9547612947
astonishment,1.61330966909,3.75037818634
astray,4.55351565154,-8.19653888031
astride,-0.394723880384,5.25306938225
asunder,2.34411899558,-0.737677906808
at,-4.20247981988,2.71867934964
ate,-4.59676503934,0.349199132823
athwart,1.17725405805,4.17939068366
atone,2.69551828507,-8.98766962944
atonement,4.5822999241,-8.12287416447
atop,3.13871133877,2.52724669558
attached,1.0918960653,-0.203029355543
attack,4.45692154688,0.0322741829189
attacked,0.125889113055,-2.10847428333
attacker,4.37622676594,-7.68645903898
attackers,1.01809038626,-1.37800520774
attacking,1.96901747513,-0.38614285042
attacks,5.06154933046,-6.66711547554
attainted,3.75356895943,-6.66759286054
attempt,0.366444191805,-6.05769477642
attempted,4.5098525814,-8.19221609576
attempts,4.0196285839,-8.94860118821
attend,-1.26532773928,-4.20130369403
attendance,4.76424526131,-3.23929294913
attendants,4.58171574017,-7.57803064162
attended,4.20703046646,-0.51879791298
attending,4.44528147726,-7.52305350602
attention,1.91062216832,-4.23479341277
attract,2.66362866357,-4.4770355891
attractive,4.21758233257,-8.45411186021
auburn,-4.09160134815,2.30843298867
auction,4.74609280566,-7.50686177205
auctioneer,4.77685782669,-7.60942883918
audience,2.64558083135,-1.72863006273
aught,0.432269328566,-7.23184056625
aunt,-1.84721441755,-3.4907881748
aunts,0.709401501999,4.65705326719
aurane,3.65927256444,-2.8633345575
aurochs,1.86228157335,-4.39816825873
austere,3.89098752308,-7.38431974376
authority,3.52154063656,-1.20540073455
autumn,-1.16033777725,3.55178639733
avail,0.570753194774,-6.65250414787
available,1.2771115577,-1.88459315506
avalanche,0.836916261353,-2.59132019346
avenge,-0.401501622817,-4.64474753557
avenged,4.1028254225,-9.10954164712
averted,-0.103733234933,6.59012051874
avoid,-3.44183604176,-1.50021969726
avoided,5.45003065711,-7.53196159448
avoiding,2.14608441623,-4.75412868191
await,0.392262156011,-5.54760857679
awaited,3.21471740378,2.52601138572
awaiting,4.20911972374,-5.38629815502
awaits,-0.404027680753,-4.84619858251
awake,0.257224125796,-8.47064459907
awaken,1.13824905039,-7.0035941806
awakened,2.6626746705,-9.08927436908
aware,5.84737169599,-1.86408680569
awash,0.910129706147,2.73636397197
away,-4.62074127902,3.9399607708
awe,4.03509280702,-5.47968803461
awed,2.3141672438,-5.43937922173
awful,2.959797383,-1.96899808367
awhile,2.02955046749,-7.63997120165
awkward,0.940616492231,3.52289526729
awkwardly,-4.39519713178,5.41551600939
awoke,1.83948727693,-2.39169261367
awry,4.21276764348,-8.89270066304
axe,-3.69311690945,4.58975030778
axehead,1.54919543405,4.58846420737
axell,4.89832410346,2.14377886118
axeman,3.50744031183,-1.60185407317
axes,-2.82543028205,3.82002701662
aye,-0.68856307246,-4.90791222979
azor,4.01102444154,-3.96424455143
babble,0.269776026193,-0.00196537988338
babe,-1.52412921463,-1.86722231242
babes,3.73502959845,2.26394576862
babies,3.48978546709,-7.37644080498
baby,-3.92402318766,2.12334466793
babys,1.88575624963,-5.05287739096
back,-4.5908423398,3.88257280228
backed,-4.6142429617,5.23570363225
backhand,0.325034012101,4.82282649381
backing,1.37707129441,2.76223193394
backs,-2.5199862655,4.03239247175
backward,-3.98062775087,5.32236917287
backwards,0.956541409909,2.50900232591
bacon,-1.60347026889,3.89364333206
bad,-1.57790767751,-6.49811234198
badge,0.20394572245,4.0914107792
badges,2.91118807109,-0.53623188735
badly,-4.21191562396,-1.90405825317
bael,5.55589419956,-6.73107462804
baelish,4.44471595924,-0.132029123562
baelor,2.52026738646,1.58591032298
baelors,3.28042119041,1.55618256084
baffled,3.16575075603,-6.38326989463
bag,4.90926155219,3.55356285181
baggage,2.68892943385,1.55337478788
baggy,-1.4392341678,4.54935701966
bags,-0.979852483865,4.18463113414
bah,6.28498642029,-5.69960063228
bailey,3.30242252701,2.6274904585
bait,4.58322686787,-7.85193625467
bake,1.72859126067,-8.18978000546
baked,-1.19473853012,4.7587407481
baker,2.22498140939,-5.47607431265
bakers,-0.853824008655,1.55114926168
baking,3.18556916217,-2.24426548492
balance,-0.261584649056,6.78822696008
balanced,1.29895551118,4.38983871753
balancing,3.43154596628,-6.84259374898
balaq,4.33210691707,-7.73410297016
balconies,1.92486185215,1.62422443438
balcony,-3.0582109597,4.11414174922
bald,1.98788006171,5.91325176056
balding,1.53467904119,6.15025696032
bale,0.145324395677,3.95828552284
baleful,-0.0235126048478,0.546501503943
balerion,2.10804561583,3.67624786304
bales,-0.368068772769,3.41113303003
balk,0.135008041456,-6.41971762002
balked,2.1327831875,-4.52628802809
ball,-1.85160704583,4.84793483899
ballabar,2.42595989296,-2.57418070213
ballad,3.74427068525,-6.42588917101
balled,0.800972052177,2.09281258025
ballroom,4.42080369652,-0.803148818023
balls,-0.377744203692,5.95835246706
balman,-0.763966273129,-1.393538833
balon,1.15798673893,-0.0658535791784
balons,0.383490736704,-1.34700306469
band,-0.274517483061,3.61199776019
bandage,0.386211458898,5.17584201286
bandaged,-0.275330711514,5.96623606174
bandages,1.28823698112,2.49937026031
banded,-1.28763206972,3.96405715878
bands,-0.306287019425,3.47697976336
bandy,-0.472918430199,1.45035168219
bane,4.33864375342,-4.03214009148
banefort,2.46936774942,-2.18385460654
bang,0.721996008685,-1.02615531821
banged,1.21192121139,4.34047496419
banging,1.46549849084,3.83150087985
banish,0.485399996913,-6.3938409664
bank,4.0302141052,2.60507315046
banker,0.0792639379713,-2.8282981323
banks,-2.95391444636,2.31645928023
bannen,1.7642058933,-8.40724794994
banner,0.928792065495,3.76190254795
bannerman,2.21309067305,-3.46874184593
bannermen,2.94167594012,-1.22875207465
banners,-2.31471629535,4.13286159463
bantam,-1.88625032813,0.702479933792
banter,5.26674630081,-8.02118717711
bar,2.07514585789,5.25945584134
baratheon,-2.5262765528,-1.35108725818
baratheons,3.22922354404,-1.60058449727
barbed,0.104928597546,2.38553023804
barber,0.185602985035,-2.16252856936
barbers,4.6705966995,-8.10518033553
barbican,0.803035179054,2.93060850974
barbrey,3.76553333346,-7.93316922288
barbs,1.67467361142,2.33471335543
bard,3.30662925108,-0.506724360039
barded,0.227683472153,3.50889753535
bards,3.60215343583,-7.71828873921
bare,-4.11419931835,2.4380863926
bared,-4.40827789163,4.3302158791
barefoot,0.98792872552,6.16644730738
barely,-2.23061857804,-2.32667214005
bargain,2.21377705112,-5.44682375418
barge,1.1536531145,-0.856777211505
barges,2.06681773376,0.243868925174
baring,0.414193081785,5.87321306028
bark,-1.03084556733,3.78125923706
barked,1.83779919169,4.78522376773
barking,-2.54546713887,3.70991623953
barley,-1.51254772087,4.09213092821
barleycorn,0.861170405078,-2.68201210532
barmen,4.08322587952,-8.51074036029
barn,0.707898885414,2.86678376483
barra,0.392697941201,-7.26001518934
barracks,-2.70152558922,1.87187439916
barred,-2.69552586875,4.55156042332
barrel,-0.5155434972,4.60657800847
barrels,-3.08831090816,2.42113906469
barrelvaulted,2.09391761474,-0.229721127973
barren,-0.846808688106,1.06648050395
barricade,2.30576463095,1.34173396675
barristan,5.09417469093,2.26312413915
barristans,5.7676717353,-1.81920255566
barrow,2.50946726664,3.18987534945
barrowlands,3.13611888099,2.1488952131
barrows,2.9097972107,-0.0227342097411
barrowton,3.3359527166,-3.5560215509
bars,3.27568112373,2.6029025724
barsena,4.54346838981,-7.64175754158
barth,3.05611916178,-3.45693809428
bartimus,6.03281480307,-2.42431743819
base,3.79666546139,2.51744353984
baseborn,2.91850754131,-2.74931759864
basilisk,2.16510857803,-0.887687531268
basilisks,2.20961472507,-0.919984770801
basin,0.153657335536,3.84883034972
bask,4.2741751837,-6.11524153203
basket,-3.2941561959,5.76858470527
baskets,-0.139167078877,3.66973714229
basking,3.49571636021,-2.68776704376
bass,0.632626673156,-2.01877630777
bastard,1.17872219778,-1.34454623194
bastardborn,2.24614524148,-8.86062499569
bastards,4.91244466934,-1.58417083919
bastardy,4.6329143642,-6.52836732512
bat,0.597071174704,4.13406170156
bath,-3.58343153292,2.17194186537
bathe,0.526853436836,-5.25945853437
bathed,1.35209216089,5.77931219966
bathes,3.28995869531,-8.23202426605
bathhouse,2.89210735966,2.82515879511
bathing,0.493118362043,0.231057851564
baths,2.32856358952,-3.51955024098
bats,3.72157358577,-1.9122312723
battered,-0.496363522954,5.53009178051
battering,2.83713799804,1.95576137617
battle,-1.04854370345,-1.53222517724
battleaxe,-0.240458651683,4.05512070411
battleaxes,-0.844472865616,1.64588567637
battlefield,-0.681785149779,-0.0669222248542
battleground,4.30207454392,-4.7368806007
battlements,3.4980077694,2.65749172096
battles,1.78182734944,-1.11429144248
battling,2.55048117411,-0.285854318515
bawdy,-0.981255739792,-1.17964717527
bay,3.96349832294,2.7022632756
baying,2.08518206717,0.0748065162743
bazaar,3.14687214326,2.06319580446
be,-1.77001568094,-4.04528840513
beach,3.62353434519,-4.41257373434
beached,3.54318553792,-2.23760163693
beacon,2.83353938986,1.03571414767
beaded,0.441919769279,5.2571941748
beads,1.21381693943,2.74472565092
beak,4.39462716672,4.02286584351
beam,-0.978553775638,-0.884679423083
beams,0.384937038858,3.66028091573
beans,-1.02850954427,4.75919130161
bear,-2.1144834658,-1.78825552044
beard,-1.87690276408,1.56964905366
bearded,-0.784767051483,5.08445926436
beardless,-1.64108200068,-0.0195801889227
beards,-1.38471358365,4.23212725127
bearer,1.46373708474,-4.20010017961
bearers,4.59790510582,-7.31183073109
bearing,-0.292206673528,4.28752035196
bearpaws,4.54093357419,-7.89090956369
bears,3.6168156449,0.707909524796
bearskin,-0.339157480774,4.52916723998
beast,-2.48315578761,-0.103572248437
